agent_id,scenario,task_id,task_kind,runs,success_rate,pass_at_1,pass_at_3,pass_pow_3,time_p10,time_median,time_p90,time_mean,time_std,time_cv,cost_p10,cost_median,cost_p90,cost_mean,cost_std,cost_cv,cold_cost_median,cold_cost_p90,cold_cost_cv,cache_savings_mean,cache_read_rate_mean,cost_per_success_mean,time_per_success_mean,xcodebuild_calls_mean,xcrun_calls_mean,simctl_calls_mean,mcp_tool_calls_mean,time_to_first_xcodebuild_mean,time_to_first_mcp_build_mean,xcodebuild_repeat_mean,destination_count_mean,destination_churn_mean,tool_error_mean,tool_error_mcp_mean,tool_error_non_mcp_mean
claude-sonnet,mcp_unprimed_v2,hn_api_cache_ttl,capability,15,1.0,1.0,1.0,1.0,180.18476195335387,199.4851222038269,258.06883893013,210.07834367752076,38.428926803422264,0.18292664598694813,0.40960165000000004,0.4509734499999999,0.52436712,0.46498944666666664,0.06515629864170976,0.14012425251538632,2.4865950000000003,2.6400756,0.11983616862024783,1.9199095533333335,0.9999173041491801,0.46498944666666664,210.07834367752076,1.0,0.0,0.0,7.266666666666667,210.57678566666667,150.80718954545455,0.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0
claude-sonnet,mcp_unprimed_v2,hn_offline_api_refactor,capability,15,1.0,1.0,1.0,1.0,126.05755038261414,140.87373900413513,174.59483408927917,151.1399527867635,28.989779069228028,0.19180751703772458,0.26424882,0.2907778,0.39117787000000004,0.31991291666666666,0.06909268310745892,0.21597340872438126,1.595676,2.334153,0.2391468635046288,1.4081442833333333,0.9991102706293098,0.31991291666666666,151.1399527867635,1.0,0.0,0.0,8.333333333333334,151.62182566666667,107.27143692857143,0.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0
claude-sonnet,mcp_unprimed_v2,hn_settings_deeplink,capability,15,1.0,1.0,1.0,1.0,177.26172308921815,199.2744607925415,269.375822687149,209.7528025150299,43.239148015100206,0.20614336255174415,0.4296047200000001,0.4956284,0.56941306,0.5021769733333333,0.060170398423527324,0.11981911082885838,3.04083,3.5171088,0.16301665101001805,2.488492626666667,0.9992618284387144,0.5021769733333333,209.7528025150299,0.0,0.0,0.0,14.333333333333334,,123.30157533333333,0.0,0.0,0.0,0.9333333333333333,0.5333333333333333,0.4
claude-sonnet,mcp_unprimed_v2,smoke_build_install_launch,regression,15,1.0,1.0,1.0,1.0,66.71820497512817,69.94568920135498,79.41045980453491,79.47155197461446,30.09629999427084,0.378705325949649,0.0653758,0.0656854,0.10648268999999999,0.07409267333333333,0.01773150120802831,0.23931517666067448,0.27782700000000005,0.5594622,0.36254208130413634,0.26151552666666666,0.9995615267843748,0.07409267333333333,79.47155197461446,0.0,0.0,0.0,7.733333333333333,,56.9024726,0.0,0.0,0.0,0.0,0.0,0.0
claude-sonnet,shell_primed,feature_from_task_md_fix_tests,capability,30,1.0,1.0,1.0,1.0,89.20629408359527,96.00868797302246,104.8112671136856,96.83348317146302,7.199613364549737,0.07435045326007104,0.14151519999999998,0.1862644,0.34509871499999994,0.22799097166666668,0.0867937040614675,0.38068921513420234,0.7434465,0.8433354000000001,0.12471038614402408,0.5061886283333333,0.9998047733225986,0.22799097166666668,96.83348317146302,1.0333333333333334,0.0,0.0,0.0,40.1506726,,0.0,1.0333333333333334,0.03333333333333333,0.0,0.0,0.0
claude-sonnet,shell_primed,hn_api_cache_ttl,capability,30,1.0,1.0,1.0,1.0,175.76186821460723,185.19514763355255,208.4112757205963,190.13020501931507,17.457143320278075,0.09181678060308528,0.36808568999999997,0.387035625,0.43072584,0.3983787233333333,0.04426008974137546,0.11110053612060489,1.819479,1.9923189000000003,0.08950379195865762,1.4635632766666666,0.9998008438098742,0.3983787233333333,190.13020501931507,1.3666666666666667,0.0,0.0,0.0,113.3195173,,0.3333333333333333,1.0,0.0,0.0,0.0,0.0
claude-sonnet,shell_primed,hn_offline_api_refactor,capability,30,0.9666666666666667,0.9666666666666667,0.9999629629629629,0.9032962962962963,120.32752480506898,126.1233811378479,147.47681906223298,136.53357308705648,35.16134806322031,0.2575289525368295,0.23941140000000002,0.26388547500000004,0.46325485999999994,0.324983885,0.10622974769759982,0.32687697021530726,1.2737565000000002,1.5450438,0.28010823437430604,1.0766498150000001,0.9998717384447293,0.3361902258620689,141.24162733143774,1.2,0.13333333333333333,0.1,0.0,64.04085893333334,,0.06666666666666667,1.0,0.0,0.03333333333333333,0.0,0.03333333333333333
claude-sonnet,shell_primed,hn_settings_deeplink,capability,30,1.0,1.0,1.0,1.0,176.33364295959473,189.24575853347778,212.71735510826113,198.09056245485942,33.15818279754951,0.16738900827294861,0.3540001399999999,0.419303475,0.55290892,0.43462536833333326,0.07633127505552577,0.17562544806860875,2.365491,2.7275763000000004,0.15014907666337327,1.9221240316666668,0.9999035054653672,0.43462536833333326,198.09056245485942,1.0,6.666666666666667,6.666666666666667,0.0,71.91783050000001,,0.0,1.0,0.0,0.0,0.0,0.0
claude-sonnet,shell_primed,smoke_build_install_launch,regression,30,1.0,1.0,1.0,1.0,86.62339699268341,99.87493813037872,111.41336045265199,100.41906356811523,11.629665130426131,0.11581132821994118,0.11606292500000001,0.17240265,0.34142129499999985,0.20745457499999997,0.0818634588076113,0.39460907915678073,0.845373,1.0151934,0.2681336097070005,0.578654125,0.9998203988291133,0.20745457499999997,100.41906356811523,1.3666666666666667,4.0,4.0,0.0,28.0613135,,0.0,1.0,0.0,0.0,0.0,0.0
claude-sonnet,shell_unprimed,feature_from_task_md_fix_tests,capability,30,1.0,1.0,1.0,1.0,163.8028076648712,186.4323010444641,209.76891779899597,185.20989947319032,22.988906228449842,0.12412352846062397,0.21942871,0.3741585999999999,0.4466867149999999,0.352116705,0.09231809682132913,0.2621803950520585,1.031595,1.3226346000000002,0.20151712411467465,0.710369495,0.9995551091725932,0.352116705,185.20989947319032,3.2333333333333334,0.16666666666666666,0.16666666666666666,0.0,47.52658506666667,,0.16666666666666666,1.9666666666666666,0.9666666666666667,0.5333333333333333,0.0,0.5333333333333333
claude-sonnet,shell_unprimed,hn_api_cache_ttl,capability,30,1.0,1.0,1.0,1.0,202.8459022760391,261.4387706518173,296.66425647735593,256.4925448576609,35.789930783543966,0.1395359494889233,0.4485509900000001,0.5428347,0.693214905,0.55404648,0.09142960165685855,0.16502153692386703,2.2190925000000004,2.6022999,0.12180037602027985,1.68045602,0.9998608613617491,0.55404648,256.4925448576609,3.3333333333333335,0.3333333333333333,0.3333333333333333,0.0,137.19404746666666,,0.6,1.7,0.7,0.13333333333333333,0.0,0.13333333333333333
claude-sonnet,shell_unprimed,hn_offline_api_refactor,capability,30,1.0,1.0,1.0,1.0,149.1365795135498,207.79766476154327,227.7464938402176,195.12270735899608,31.299818149698257,0.16041094639032122,0.354138725,0.5025773,0.55610279,0.48301155333333334,0.07974771359888085,0.1651051885788864,1.7557485000000002,2.0066529,0.13359519686751944,1.2538673466666668,0.9998591538186906,0.48301155333333334,195.12270735899608,3.933333333333333,0.43333333333333335,0.43333333333333335,0.0,109.9231555,,0.2,1.5666666666666667,0.5666666666666667,0.4666666666666667,0.0,0.4666666666666667
claude-sonnet,shell_unprimed,hn_settings_deeplink,capability,30,1.0,1.0,1.0,1.0,179.93252518177033,201.67047607898712,277.9633677244187,219.20714524586995,56.71545781634541,0.25872996864555436,0.38729428999999993,0.4594081499999999,0.6417761900000001,0.4825161916666666,0.09367439481705443,0.19413730862272677,2.5740689999999997,3.3576441,0.21051231414267363,2.2150749083333334,0.9999098847045356,0.4825161916666666,219.20714524586995,1.3,7.8,7.8,0.0,89.25155313333333,,0.0,1.0,0.0,0.4,0.0,0.4
claude-sonnet,shell_unprimed,smoke_build_install_launch,regression,30,1.0,1.0,1.0,1.0,102.35396029949189,116.57897317409515,149.8539071559906,124.69302009741465,28.670386257406445,0.2299277556595238,0.31349330000000003,0.3753457,0.4132353949999999,0.36487425833333326,0.05287497590028158,0.14491286982480772,0.9454710000000002,1.2103782,0.23432951667545837,0.5665750416666667,0.9996709693703937,0.36487425833333326,124.69302009741465,2.3,4.266666666666667,4.266666666666667,0.0,58.98030137931035,,0.0,1.0,0.0,0.5666666666666667,0.0,0.5666666666666667
codex,mcp_unprimed,feature_from_task_md_fix_tests,capability,30,1.0,1.0,1.0,1.0,103.79141554832458,113.54381346702576,131.70578997135163,116.45159761110942,14.568891667928167,0.125106842385976,0.17942487499999998,0.205562,0.24734612000000003,0.21244878666666667,0.03669277673144415,0.17271351513536917,0.398269375,0.46332475,0.10954151994139265,0.20019963833333335,0.8017766619602661,0.21244878666666667,116.45159761110942,0.0,0.0,0.0,6.433333333333334,,112.09403760000001,0.0,0.0,0.0,0.36666666666666664,0.0,0.36666666666666664
codex,mcp_unprimed,hn_api_cache_ttl,capability,30,1.0,1.0,1.0,1.0,146.78392860889437,165.6389012336731,198.1159624814987,170.06028338273367,20.02707890804313,0.1177645862377558,0.22112947500000002,0.271229175,0.327844825,0.27343071,0.043125997247089036,0.15772184933831696,0.521892,0.604557275,0.17259966154197384,0.24626457333333335,0.9007754340847194,0.27343071,170.06028338273367,0.0,0.0,0.0,6.533333333333333,,154.54057843333334,0.0,0.0,0.0,1.4333333333333333,0.3333333333333333,1.1
